Label,modularity_class
Aaron L. Still,9
Charles H. Bustill,9
William A. K. Smith,9
William R. Decorderer,9
William Parker,9
Daniel Colly,9
John F. Willams,9
Edmund Kelly,9
Thomas C. Burton,9
William P.Price,9
William T. Cato,9
Nathaniel W. Depee,9
G. W. Reed,9
E. J. Adams,9
James Presser,9
John G. Dutton,9
Samuel Williams,9
Jacob W. Glasgow,9
Thomas Charnock,9
James G. Frisby,9
Jonathan Lopeman,9
Thomas P. Hunt,9
Samuel H. Amos,9
Augustus Dorsey,9
Ebenezer Black,9
Thomas Gibbs,9
William Moore,9
John Addison,9
Thomas Kennard,9
Joseph Reeves,9
E. H. Treeman,9
Robert Stewart,9
Mary A. Shadd,9
Abram J. Morrison,15
J. C. White,9
J. C. Morrell,9
G. D. Washington,9
J - Mccrummell,9
W. Levere,9
C. H. Bustill,9
N. Y. ; Geo,9
Aaron Still,9
G.V. Nelson,9
Wm. T. Catts,9
E. J. Marsh,9
Reese,9
J. C. Wears,9
C. S. Hodges,9
Wears,9
T. P. Hunt,9
Peter H. Clark,15
J. Bonner,9
Copartnerships,9
Cooper,9
Sampson White,9
Charles Birch,9
Fuller,9
R. I.,9
John Ballard,9
William Custis,9
John Braddock,9
William Still,13
James Martin,9
Josiah Moore,9
J. Watkins,9
E. Kelly,9
Bolden,9
Morrell,9
Josiah C. Wears,9
Jacob Handy,9
S. Golden,9
Wm. J. Bowditch,9
J. C. Beeman,9
Frances A. Duterte,9
Kinney,9
James Leonard,9
L.,9
Vosburgh,14
M. S. Haynes,14
E. K. Phelps,14
A. E. Dennison,14
A. Sisco,14
B. B. Young,14
E. Vincent,14
T. J. Vosburgh,14
M. J. Brown,14
E. A. Booth,14
R. A. Hall,14
G. F. Fletcher,14
J. M. Flowers,14
Wm. H. Hall,14
Andrew Collins,14
G. B. Brown,14
F. Hutfield,14
John Buckner,14
G. W. Booth,14
F. Lawrence,14
J. C. Mortimer,14
J. B. Handy,14
James Hubbard,14
R. W. Freman,14
S. Holmes,14
John Wilmot,14
W. M. Newby,14
E. J. Johnson,14
A. G. Dennison,14
G. W. Gordon,14
C. B. Bass,14
Wm. F. Courts,14
F. R. Carter,14
Nathan Pointer,14
E. H. Parker,14
Daniel Seals,14
Charles Satchel,14
W. H. Hall,14
J. B. Johnson,14
Alex. Ferguson,14
Mariposa,14
Thomas Duff,14
B. Hyer,14
C. M. Wilson,14
I. P. Gibbs,14
C. A. Gibson,14
W. H. Harper,14
N. F. Henry,14
Detter,14
Henry,14
Townsends,14
W.H. Harper,14
Duff,14
Aaron Sisco,14
Napa,14
I. Gibbs,14
Richard Hall,14
S. B. Hyer,14
G. W. Miller,14
W. F. Courts,14
H. Harper,14
H. Hall,14
B. Young,14
H.T. Smith,14
T. Duff,14
F.G. Barbadoes,14
H. Newby,14
J.B. Sanderson,14
F.J. Vosburgh,14
S. Howard,14
J.J. Moore,14
Mitchell S. Haynes,14
Jacob,14
T. Detter,14
R. Hall,14
A. Ferguson,14
A. Collins,14
F. Henry,14
Booth,14
F. Hatfield,14
F. J. Vosburgh,14
Ferguson,14
A. Furguson,14
C. H. Wilson,14
Emory Waters,14
F. J. Wosburgh,14
Lewis Mortimore,14
Charles Gibson,14
David Seals,14
N. Henry,14
J. F. Lawrence,14
Charles M. Wilson,14
Patrick -Rsb- Henry,14
J. Hubbard,14
George Gordon,14
Isaiah Gibbs,14
P. Anderson,14
Armstead Pollock,14
George Anderson,14
C. Smith,14
J. Moss,14
P. Williams,14
Quinn,14
Hayne,14
Wilmot,14
Hyer,14
Frank Hatfield,14
J. Brown,14
R. H. Hall,14
W. H. Thomas,14
Miller,14
Jane R. Fortie,14
Jane R,14
Fortie,14
D. Wills,14
W. J. Bird,14
Kenedy,14
Isaac Flood,14
John Paterson,14
W.H. Holmes,14
James Allen,14
R. Tilghman,14
Matthias Cooper,14
Wilson Freeman,14
G. Brooks,14
William Hough,14
H. W. Hall,14
Hatfield,14
Thomas J.Ricks,14
Manuel Quivas,14
Stephen Hilman,14
Joseph Adams,14
L. A. Munroe,14
H. M. Pennington,14
Jacob Sinclair,14
E. Halton,14
Jordon Caselev,14
James H. Hubbard,14
Edward A. Booth,14
James Howard,14
Isaiah P. Gibbs,14
Joseph G. Underwood,14
Dudlop,14
J. B. Starkey,14
W. C. Patrick,14
M. Campbell,14
Samuel B. Hyer,14
John Black,14
D. Brown,14
J. J. Butler,14
T. W. Burgess,14
Elisha Banks,14
J. J. Pindall,14
E. D. Vincent,14
Charles W. Hall,14
George W. Johnson,15
Benjamin Franklin,14
Nathan Furbert,14
H. T. Smith,14
J. D. Guillard,14
A. Oldham,14
E. H. Duplex,14
G. R. Symes,14
Howard,14
B. Sanderson,14
Haynes,14
Moses,14
Herbert,14
James King Of Wm.,14
Duplex,14
Washington,14
M. S. Hayne,14
George R. Symes,14
Joseph J. Underwood,14
Flowers,14
Newbys,14
William H. Hall,14
J. Howard,14
Secy,14
H. F. Smith,14
M. S. Hayes,14
J. W. H. Newby,14
Michigan Bluff,14
J.J. Underwood,14
J W. H. Newby,14
Lucius,14
C. W. Ellis,5
J. H. Barguett,5
Joseph Patrick,5
Cary,5
L. Isbell,5
C. C. Richardson,5
J. Kelley,5
Louis Overton,5
E. White,5
E. Wilkerson,5
H. Douglass King,5
L. Magee,5
J. Samuels,5
H. D. King,5
Lewis Overton,5
James H. Johnson,5
William L. Barnes,5
Thomas Of Mason,5
Edward White,5
L. Overton,5
G. White,5
Louis Isbell,5
B. L. Ford,5
Overton,5
Magee,5
Isbell,5
Barnes,5
Wilkerson,5
Richardson,13
Samuels,5
H.O. Wagoner,5
Hill,5
M. Cary Of Cook,5
John A. Crisup,5
Henry Bradford,5
J. H. Barquet,5
Wm. Barton,5
Frederick K. Waldren,5
P. H. Ward,5
B. Allen,5
Franklin Pierce,5
Toombs,5
Pompey,5
Sherman,13
Brougham,5
Fremont,5
Milton,5
Wendell Phillips,5
Viii,5
P. H. Clark,15
Solomon Grimes,5
J. H. Harris,5
W. B. Ferguson,5
James Evans,5
Isham Martin,5
J. S. Ward,5
Anderson Flinn,5
Granville Foster,5
D. E. James,5
C. D. Williams,5
J. H. Williams,5
Hinton Coles,5
Lewis Toles,5
Henry Ford,5
John H. Williams,5
Francis Adams,5
George Reynolds,5
A. J. Scott,5
R. Heathcock,5
Wm. Walden,5
H. T. Rankin,5
U. D. Harris,5
J. Bruce,5
J. J. Williamson,5
James Lott,5
John Miner,5
John Malvin,15
A. Flinn,5
Benford,5
W. D. Harris,5
John M. Langston,15
G. Johnson,5
Turban,5
Douglas,5
Cha,5
Charles Langston,5
Charles A Yancy,5
Canfield,5
Lucifer,5
Carlyle,5
Sara G. Staley,5
W. A. Scott,5
J. R. Giddings,5
Jonathan Underwood,5
Benjamin Matthews,8
Wm. Bener,8
Linn,8
Charles Jackson,8
A. Clark,8
R.H. Cain,15
J.P. Prichard,8
T.C. Mott,8
Noah Tutt,8
Archimedes,8
Alex Clark,8
Alexander Clark,8
I.N. Tripler,8
Edward Herenden,8
Samuel Meeks,8
P. Neal,8
D. Segrel,8
Loundon Triplett,8
Alfred Mason,8
G. Kelpher,8
Wm. Edwards,8
John G. Hudson,8
Kirkwood,8
Harlan,13
Lowe,8
N.B. Baker,8
Stone,8
Emanuel Franklin Of Davenport,8
Corbin,8
Sergt,8
Abraham Lincoln,13
H. Price,8
H. O'Conner,8
Jacob Butler,8
I.N. Triplett,8
J. Neal,8
Daniel Segrel,8
Thomas Goode,5
Henry A. Wise,5
James Buchanan,5
J. A. Chancellor,5
D. S. Bruce,5
David Barnett,5
W. W. Johnson,5
Evans,5
W. H. Fuller,5
Thomas J. Goode,5
W. H. Mann,5
George W. Roots,5
Fenton M. Harper,5
W. Hocking,5
J. Archer,5
B. E. Heathcock,5
W. P. Moxley,5
J. Manley,5
John C. Jones,5
W. H. Hanster,5
Henry Washing,5
Robert Piles,5
A. A. Allen,5
Henry Lucas,5
William Henry,5
Allen Johnson,5
Augustus Anderson,5
James E. Evans,5
Wilman Milton,5
R. B. Leech,5
Lorenzo Dow Taylor,5
Edward Tiffin,5
S. S. Steward,5
George E. Pugh,5
Pugh,5
Bryant,15
Phelimon Bliss,5
Joseph,5
Jackson Pike,5
John G. Palfrey,5
Robert Gibson,15
Lewis Gaul,15
Thomas H. Perkins,15
Thomas Price,15
Bela C. Perry,15
John Freedom,15
W.C. Nell,15
Wm. Berry,15
Ebenezer Hemmenway,15
H. Brooks,15
Taney,13
Henson,15
William Wells Brown,13
Solomon Peneton,15
L.A. Grimes,15
H.O. Remington,15
Anthony T. Jordain,15
E.F.B. Mundrucu,15
B.C. Perry,15
A.T. Jordain,15
George Allen,15
Uncle Tom,15
J.B. Smith,15
John J. Smith,15
L.H. Brooks,15
Jeremiah Harvey,15
William Tell,15
Bleby,15
George Thompson,15
Scot,15
Curtis,15
Peter Salem,15
Stephen A. Douglas,15
John A. Andrew,15
George D. Wells,15
William Penn Howland,15
Matthew Howland,15
Mary Nichols,15
Howland,15
Charles W. Dennison,15
Lucy Stone Blackwell,15
Sarah Antone,15
Alexander Roberts,15
William Deitz,15
J.B. Smith14,15
William Wallace16,15
Thomas S. Chester,15
Blain,15
Isaiah C. Ray17,15
Hunter,15
Peneton,15
J.J. Smtih,15
Allen,15
Wm. Butler,12
G.C. Levere,1
W. Dietz,1
W.J. Watkins,1
J.C. Gibbs,15
J.J. Symonds,1
W.F. Mowers,1
W.W. Matthews,1
W.P. Mcintyre,1
William Hodges,1
Symonds,1
Deyo,1
S.,1
Scott Decision,1
Roger B. Taney,14
Osborne P. Anderson,3
William C. Munroe,3
J. H. Kagi,3
Kinnard,3
Whipple,3
Reynolds,17
Munroe,3
Owen Brown,3
Kagi,3
Realf,3
Thomas M. Kinnard,3
Osborn Anderson,3
Richard Realf,3
George B. Grill,3
L. F. Parsons,3
C. P. Todd,3
C. Whipple,3
C. W. Moffit,3
John E. Cook,3
Stewart Taylor,3
Richard Richardson,3
W. H. Leeman,3
John Lawrence,3
William Charles Munroe,3
G. J. Reynolds,3
J. C. Grant,3
A. J. Smith,3
James M. Jones,3
George B. Gill,3
M. F. Bailey,3
S. Hunton,3
John J. Jackson,3
Alfred Whipple,3
James M. Buel,3
Alfred M. Ellsworth,3
James W. Purnell,3
George Aiken,3
Stephen Dettin,3
Thomas Hickerson,3
John Caunel,3
Robinson Alexander,3
Thomas F. Cary,3
M. H. Delany,3
Robert Vanvanken,3
Thomas M. Stringer,3
Charles P. Tidd,3
John A. Thomas,3
I. D. Shadd,3
Robert Newman,3
Simon Fislin,3
Isaac Holler,3
James Smith,17
J. W. Scott,6
Menser,6
N. Johnson,6
E. C. Menser,6
J. Montgomery,6
Lynn,6
Thomas Newton,6
Jesse Henderson,6
W. N. Johnson,6
Edward Menser,6
Lilburn Drake,6
John Montgomery,6
Chesley Jones,6
Charles Clark,6
Leavenworth,11
Robert Calwell,6
Burrell Atchison,6
Samuel Watkins,6
Wm. Henderson,6
Berry Craig,6
D. Mathews,6
Reed,6
Benjamin Barney,6
Burrel Atchison,6
Newton,6
Blunt,6
James H. Lane,6
S. C. Pomeroy,6
A. C. Wilder,6
Wodson N. Twine,6
William D. Mathews,6
Wm. D. Mathews,6
Edward Gilbert,7
Lewis Francis,7
James Fairman,7
Robert Vosburgh,7
A. J. Aldridge,7
N. P. Thompson,7
W. C. Marshall,7
P. B. Randolph,15
E. Vermont,7
Wilfulness,7
John Charles Fremont,7
John Van Pelt,7
Glen,7
J. M. Loguen,7
N. D. Thompson,7
Wm. Crocker,7
N. Gibbs,7
A. Bolin,7
Robert Hamilton,15
J. A. Jackson,7
C. E. Vermong,7
Touissant L'Overture,7
William Whiting,7
J.S. Rock,15
George L. Ruffin,15
Howard Day,15
George R. Taylor,15
Elisha Weaver,15
Samuel J. Murray,15
William W. Ruby,15
John B. Smith,15
F.L. Cordozo,15
Peter H. Nott,15
C. Freeman,15
R.J.,15
Singleton Jones,15
P.B. Randolph,15
J. Sella Martin,15
Peter H. Williams,15
William H. Johnson,15
John Cutler,15
H.W. Johnson,15
Cunandaigua,15
Andrew B. Slater,15
W.W. Denike,15
William Grey,15
F.P. Lapierre,15
F.C. Lippins,15
Peter Freeman,15
James H. Washington,15
Francis J. Peck,15
George Dover,15
Samuel Murray,15
Fred ' K Douglass,15
James Taylor,15
William H. Bruce,15
W.H. Brown,15
T.A. Keen,15
Isaac Deyo,15
A. Bolden,15
James Schemeohorn,15
W.H. Decker,15
Walter K. Mower,15
Samuel J. Hollinsworth,15
Thomas H. Thomas,15
Jacob Thomas,15
C.W. Robinson,15
A.J. Barrier,15
Edwin H. Freeman,15
Thomas G. Gould,15
Thomas H. Cooper,15
D.P. Seaton,15
E.D. Basset,15
John B. Reeve,15
Thomas J. Bowers,15
Alfred M. Green,15
H.J. Brown,15
John W. Page,15
P.N. Judah,15
A. Bryan,15
D.D. Turner,15
John W. Simpson,15
D. Miller,15
Joseph C. Bustill,15
Charles B. Colly,15
Octavius V. Catto,15
R. Taylor,15
Samuel Morris,15
William Nesbit,15
Joseph A. Nelson,15
B.W. Arnett,15
P. Houston Murray,15
J.J. Wright,15
Wlliam Douglass,15
Corris,15
James Davenger,15
George Butler,15
R.D. Beckley,15
Sampson,15
P. Morrison,15
E.G. Corprew,15
William Keeling,15
A.H. Galloway,15
Newbern,15
Samuel J. Williams,15
M. Scottron,15
James H. Ingraham,15
Samuel Scott,15
N. Orleans,15
John P. Sampson,15
Wm. P. Newman,15
J.A. Davis,15
Henry Lee,15
J.M.C. Simpson,15
G.W. Bryant,15
B.K. Sampson,15
H.P. Harris,15
Adrian,15
Henry F. Butler,15
John D. Richards,15
George H. Parker,15
Peter Lowrey,15
Abraham Smith,15
Morris Henderson,15
Horatio N. Rankin,15
Preston G. Wells,15
William Wilson,15
E.D. Bassett,15
Bassett,15
P.W. Ray,15
James M. Scottron,15
P.G. Wells,15
W.W. Ruby,15
James Jefferson,15
Abraham J. Morrison,15
S.G. Gould,15
Abram H. Galloway,15
Charles P. Head,15
Edwin C. Freeman,15
William P. Newman,15
Bruce,15
Davenger,15
Basset,15
J.M. Langston,15
Wm. H. Johnson,15
J.H. Ingraham,15
Samuel M. Scottron,15
J.D. Richards,15
F.L. Cordoza,15
S.J. Murray,15
W.H. Johnson,15
G.B. Vashon,15
William Nesbitt,15
H.H. Bruce,15
B. Randolph,15
O.C. Hughes,15
Murray,15
Elkins,15
Henry Moore,15
Richards,15
Newman,15
Ingraham,15
Cailloux,15
Anna Dickinsons,15
Edmonia Highgate,15
Bates,15
L. H. Putnam,15
W. H. Johnson,15
William F. Murray,15
D. D. Turner,15
J. P. Sampson,15
Turner,15
W. P. Newman,15
Weaver,15
William Howard Day,15
Cork,15
O'Connell,15
Abraham,15
Wagner,15
Afric,15
Milliken,15
Lincoln,15
Mcclellan,15
Patercules,15
Frances Ellen Watkins Harper,15
Cain,15
Chase,15
Jeff,15
J. Houston,17
James Cochran,15
Abram Smith,15
J. D. Richards,15
A. H. Galloway,15
W. Keeling,15
Singleton T. Jones,15
J. M Langston,15
O. C. Hughes,15
Samuel F. Murray,15
J. H. Ingraham,15
P. G. Wells,15
H. P. Harris,15
D. P. Seaton,15
Paschal B. Randolph,15
W. H. Decker,15
W. H. Bruce,15
M.D. George B. Vashon,15
William Howard,15
Jefferson Davis,15
Bishop Hughes,15
Seymour,15
Grant,13
A. L. Jackson,14
J. Madden,14
W. H. Yates,14
O. M. Briggs,14
Briggs,14
E. A. Clark,14
B. Campbell,14
W. H. Cristopher,14
R. F. Shorter,14
Amos Johnson,14
Basil Campbell,14
W. H. Christopher,14
Jacob Madden,14
P. Kellingworth,14
R. A. Wm. H. Yates,14
R. H. Small,14
W.H. Hall,14
J. R. Starkey,14
E. E. Parker,14
Wm. H. Harper,14
E. P. Hilton,14
M. L. Rogers,14
E. W. Parker,14
J. H. Hubbard,14
Shorter,14
R. Mcgaines,14
J. Madison Bell,14
J. Smallwood,14
Edward A. Clark,14
P. L. Hickman,14
A. D. Berghardt,14
Richard F. Shorter,14
Napa Wm. H. Christopher,14
Yolo Basil Campbell,14
Peter Killingworth,14
P. Duplex,14
W. J. O. Bryant,14
James M. Oliver,14
Robert H. Small,14
James Cefous,14
N. E. Speights,14
W. Smith,14
F. W. B. Grinnage,14
M. C. Briggs,14
James B. Jenkins,14
P. W. Cassey,14
W. A. Smith,14
Starkey,14
Small,14
Jr.,14
N. Bedford,14
John Tyler,14
Millard Fillmore,14
Emmett,14
Hoyt,14
Daniel O'Connell4,14
A. E. Church,14
Wm. H. Christopher,14
Copperhead,14
Negro,14
Walton,14
Schiller,14
Lamartine,14
Jeffreys,14
W. M. Gwin,14
P. T. Herbert,14
J. B. Weller,14
Smalls,14
Aaron L. Jackson,14
Moses L. Rogers,14
Edward W. Parker,14
Henry Williamson,14
E. A. Clarke,14
William N. Bedford,14
Cefos,14
Madden,14
Killingworth,14
Lassen-John C. Jenkins,14
W. Lee,14
Yolo-Basil Campbell,14
Solana,14
Del Norte,14
J. Pindell,14
Calaveras-James Cefos,14
Tulare-Moses I. Rogers,14
H. Yates,14
Kellingworth,14
P. Killingworth,14
L. P. Hickman,14
J. Cefos,14
J. M. Oliver,14
G. W. Smith,17
Peter W. Cassey,14
Richard A. Hall,14
Edward E. Duplex,14
Richard P. Shorter,14
Wm. H. Yates,14
Messrs. J. J. Moore,14
Wm. H. Harpers,14
Wm. Bird,14
Omeka,12
W. S. Lankford,12
Moses Broyals,12
W. G. Robinson,12
E. E. Outland,12
Peter Ross,8
George F. Downing,8
E. P. Talbot,8
S. S. Murray,8
A. T. Jourdain,8
Amos W. Green,8
Peter Mott,8
James L. Sherman,8
W. G. Hudson,8
R. G. Walker,8
Wm. Steamburg,8
Wm. Talbot,8
Kay,8
Charles Sumner,12
Ruffin,8
B. L. Read,8
Robert Caldwell,17
M. R. De Mortie,8
M. Brown,8
John T. Halsey,8
James G. Wilson,8
George Washington,8
Robert Lee,8
Read,8
James T. Francis,8
John Good Of Newbern,9
J.W. Hood,9
Craven,9
J.H. Harris,9
J.P. Shooks,9
John Randolph,9
W. Cawthorn,9
J.R. Caswell,9
Alex. Bass,9
Eliphalet Whittlesey,9
Holden,9
Ruger,9
J.A. Harris,9
Greeley,9
Alexander Bass,9
Draven,9
Edgecomb,9
Gates,9
Robeson,9
Pitt,9
Harnett,9
Granville,9
Caswell,9
Bertie,9
George A. Rue,9
Isaac Sweet,9
John R. Gove,9
Whittlesey,9
Clapp,9
Wm. H. Coleman,9
Coleman,9
Mr. J.H. Harris,9
Bass,9
Rock,9
Stevens,9
Rue,9
M. E. Church,13
J. R. Caswell,9
Robingson,9
Harset,9
George A Rue,9
Isaac Swett,9
Wm. H Coleman,9
Baas,9
J. W. Hood,9
J. P. Shooks,9
Cawthorn,9
William H. Coleman,9
William Steward,10
J.B. Ferguson,10
Wm. Steward,10
Theodore Gould,10
Abijah Gould,10
Robert Pinn,10
Reading B. Johns,10
Gilbert Reading,10
N. H. Turpin,10
Wm. Conover,10
Amos H. Johnson,10
Robert B. King,10
Samuel Allen,10
Samuel Blackwell,10
Nelson H. Turpin,10
Samuel G. Gould,10
James Sernby,10
B. Johns,10
Schank,10
Benjamin Shortis,10
Robert Cox,10
Anthony Simmons,10
Amos Davis,10
Benjamin Tilmon,10
Spencer Emmons,10
Alfred Wood,10
John W. Stephenson,10
Francis Reinear,10
Brogden,10
Charles Stille,10
Gould,10
H. Cooper,10
T. H. Cooper,10
John H. Stephenson,10
Wm. Brogden,10
James Schank,10
Pinn,10
I. Conover,10
Steward,10
T. Gould,10
S. Allen,10
R. B. Johns,10
Blackwell,10
Reading,10
B. King,10
J. B. Hamilton,10
G. Gould,10
S. G. Gould,10
J. W. Stephenson,10
Hudson,10
Hunterdon,10
Mercer,10
Salem,10
Robert Penn,10
R. Johns,10
H. H. Thomas,11
William L. Smith,11
E. L. Bradley,11
Henry Jenerals,11
Levi Mitchell,11
John Anderson,11
Edward Murray,11
Samuel Williamson,11
Nathaniel Williamson,11
T. J. Baskerville,11
Samuel Clark,11
George Moore,11
George Bradley,11
George Williams,11
Harrison Mcdowell,11
Nathan Duffin,11
G. H. Parker,11
George Russell,11
W.D. Matthews,11
Richard Page,11
N. Harris,11
Jackson Johnson,11
George Cunningham,11
E.L. Bradley,11
Anderson Morris,11
Edward Hill,11
Benjamin Wright,11
H.C. Hayden,11
John Berry,11
G.B. Gray,11
Albert Mcadams,11
Isaac Smith,11
Thomas Letcher,11
Monroe Williams,11
H. C. Hayden,11
G. B. Gray,11
William D. Matthews,11
Daniel Stone,11
Henry Jennerals,11
W. L. Smith,11
Bradley,11
Andy Johnson,11
S.C. Pomeroy,11
Sidney Clark,11
J. C. Breckenridge,11
Wm. D. Matthews,11
H. C Hayden,11
H.H. Thomas,11
Siegel,11
H. Jenerals,11
N. Duffin,11
J. S. Boseman,15
H. Molson,15
J. A. Prime,15
J. W. Logan,15
Susan B. Anthony,15
W. W. Broom,15
Pettingill,15
J. J. Clinton,15
Colvin,15
William Pettingill,15
Montesquien,15
William Floyd,15
Philip Livingston,15
Francis Lewis,15
Lewie Morn,15
A. J. Colvin,15
Hoy,15
Nesbit,11
J.C. White,11
O.V. Catto,11
Jos. A. Nelson,11
B. Vashon,11
F. Pulpress,11
H.B. Williamson,11
Thomas Rosch,11
G.W. Dimey,11
William T. Barks,11
John Alexander,11
Thomas B. Shorter,11
M.W.L. Knox,11
Moses Brown,11
Solomon Cooper,11
Wm. B. Purvis,11
William A. Burley,11
George W. Buck,11
Lewis Hartless,11
Samuel C. Johnson,11
John Welch,11
Jonathan Betts,11
George H. Jenkins,11
G. Washington,11
Levi Lee,11
G. Barnes,11
George W. Saunders,11
Cassius M. Brown,11
John E. Price,11
C.J. Carter,11
Charles H. Vance,11
W. Arnett,11
Moses Anderson,11
John G. Chaplin,11
James H. Gant,11
Huntingdon,11
W. Nighten,11
Lemuel B. Stewart,11
Enoch Gilchrist,11
John H. Spriggs,11
Wm. E. Welch,11
D. Forten,11
George B. White,11
Lewis N. Bedford,11
Robert M. Adger,11
Richard Jones,11
Meshach Graham,11
C. Andrew,11
John Carl,11
George Hooper,11
M.E. Wolf,11
C.A. Chaplin,11
Wilson Patterson,11
E.R. Smith,11
M.A. Cowan,11
John Thomas,11
L. Granderson,11
M. Adley,11
M. Singleton,11
E. Mitchell,11
J.M. White,11
S. Graysen,11
C. Gibson,11
C. Wright,11
Charles Howard,11
J.C. Bustill,11
D. Williams,11
A.M. Green,11
Benjamin F. Pulpress,11
Jeremiah Granderson,11
Arnett,11
Aaron I. Still,11
Lewis N. Bradford,11
George W. Sanders,11
Bustill,11
Charles W. Nighten,11
Burley,11
Benjamin W. Arnett,11
William E. Welch,11
William D. Forten,11
Wm. T. Barks,11
Danl,11
Bradford,11
George Barnes,11
Fayette,11
G.B. White,11
R.M. Adger,11
Adger,11
D.B. Bowser,11
J.J. Clinton,11
O.L.C. Hughes,11
W.D. Forten,11
C.H. Vance,11
Vance,11
John W. Forney,11
Ex-Governor Hamilton,11
T.J. Bingham,11
J.S. Graham,11
A.W. Wayman,12
D. Fortin,12
F. Tanner,12
W. Julian,11
A.J. Hamilton,12
Mr. Sumner,12
Garfield,12
S.G. Brown,15
J.T. Mahoney,15
J.T. Rapier,13
D.W. Anderson,15
H.M. Turner,15
Professor Vashon,15
Charles H. Lanston,15
David Pickett,15
Solomon G. Brown,15
Lorraine,15
Payne,13
Yiester,14
A.J. Anderson,14
Bolles,14
H. J. Young,14
P. Tolliver,14
Rufus Conrad,14
Young Booker,14
Darnes Clark,14
Conrad,14
Wayman,15
John F. Cook,15
Carter Stewart,15
A.W. Handy,11
B. Fisher,11
Henry J. Garnett,11
George M. Arnold,11
George Hart,11
Johnson Terry,11
Charles B. Fisher,11
J.B. Stratton,11
C.M. Fisher,11
R.H.J. Corman,11
J.H. Jenkins,11
James Underdue,11
D.G. Rider,11
Guy Brinton,11
J.H. Richardson,11
Andrew Johnson,11
Matthews,11
T.R. Hawkins,11
J. Underdue,11
J.W. Walker,11
G.R. Hart,11
G.D. Johnson,11
G.M. Arnold,11
Owen Dawson,11
G.E. Stephens,11
J.M. Logan,11
George D. Johnson,17
Underdue,11
Arnold,11
Richard Yates,11
Louis Wagner,11
H.H. Garnett,11
L.T. Pelham,11
J.J. Spilman,11
J.W. Logan,11
Moses B. Cass,11
W.B. Forten,11
Octavius Catto,11
J.B. Reeves,11
R.P. Hill,11
J.L. Lyons,11
H.H. Francisco,11
W.J. Alston,11
J.C. Ware,11
J.B. Hamer,11
Stephen Colwell,11
Nesby,11
G. Maner,11
Stephens,13
Comrade Myers,11
J.W. Logueon,11
J. Hinton,11
John Mercer Lingston,11
J. W. Malone,8
S. T. Wells,8
J. W. Guy,8
Y. E. Anderson,8
J. C. Cary,8
C. L. Holmes,8
D. Lawrence,8
A. Morris,8
J. D. Waterford,8
G. Phelps,8
T. A. Bush,8
J. Skipworth,8
A. Brown,8
A. W. Carter,8
Alex. Clark,8
J. Bass,8
C. Montgomery,8
Tipton,8
P. C. Cooper,8
G. Reece,8
J. Barber,8
S. Nichols,8
J. W,8
Malone,8
Jesse Bass,8
Calvin Montgomery,8
J. S. Skipworth,8
G. Benson,8
J. D. Walker,8
H. Lewis,8
M. Halowa,8
C. H. Davis,8
H. Vinson,8
Thomas Benton,8
W. H. Davis,8
S. D. Dunkin,8
T. L. Carter,8
I. S. Carter,8
W. White,8
J. Williamson,8
J. Forde,8
E. James,8
P. W. C. Lawson,8
G. W. Kinney,8
R. Drake,8
S. J. Harris,8
J. E. Hugard,8
T. Benson,8
Benton,8
Henry O'Connor,8
Jacob Mahin,8
S. D. Wheeler,8
L. D. Ingersoll,8
Attorney-General Of The State,8
T. S. Carter,8
Merrill,8
Hatcher,15
H. J. Brown,15
Wm. Nesbit,11
Wm. D. Forten,11
Jos. C. Bustill,11
B. White,11
Lorenzo D. Blackson,11
H. M. Turner,5
H.H. Molson,11
James H. Derrick,11
Stewart L. Woodford,11
William F. Butler,11
Stevenson,13
Henry Marrs,16
Henry Lynn,16
H.H. Trumbo,16
Samuel Demsey,16
B. J. Crampton,16
Barber,16
Tim Machlin,16
Sam Davis,16
William Pierce,16
George Rogers,16
Silas Woodford,16
Mary Smith Curtis,16
Margaret Mosby,16
James Gaines,16
Ku-Klux,16
James Parker,16
Noah Blankenship,16
William Gibson,16
John Gibson,16
J. A. Montford,16
William Glasgow,16
Oliver Stone,16
Cumins,16
Meriwether,16
Crasbaw,16
John Masteran,16
Coffey,16
Jerry Laws,16
James Ryan,16
Edmund Burns,16
Jess Davis,16
Spears,16
Albert Bradford,16
Bayatt,16
Frank Boumes,16
George Bratcher,16
John Penny,16
Lucien Green,16
Charles Handerson,16
George Bolling,16
T. J. Vanarsdall,16
Rousey,16
James Crowders,16
John Carnmon,16
Wiley Gevens,16
Dixon,13
George Rose,16
Wallace Sinthorn,16
Shepherd,16
George Tankesley,16
Frank Searey,16
Searey,16
Robert Mershon,16
Pope,16
Willet,16
Allen Cooper,16
Charles Fields,16
Douglass Rodes,16
Fielding Waller,16
R. L. Byrom,16
A. Owen,16
Saunders,16
Sam Lambert,16
William Palmer,16
William Hart,16
John Redman,16
William Sheldon,16
Pleasonton Parker,16
Daniel Parker,16
Willis Parker,16
Richard Brown,16
Simpson Grubbs,16
Jacob See,16
Frank Timberlake,16
John Simes,16
Oliver Williams,16
Harvey Mill,16
Howard Gilbert,16
Harrison Blanton,16
Howard Million,16
John Dickerson,16
Demar,16
Joseph Allen,16
North Benson,16
Winstone Hawkins,16
Scroggins,16
Strader Trumbo,16
J. M. Shelton,12
E. D. Shaw,12
William Butler,12
W. F. Anderson,13
R. M. Hanmer,12
C. M. Johnson,12
